source_id,target_id,src_profile,tgt_profile,relationship_level,tweet_id
2302,2302,"Feature_Vector: [1.0, 1.0, 0.0, 0.5559972524642944, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5559972524642944, 0.0]",1,tweet_2302_799132
1510,2246,"Feature_Vector: [0.0, 0.0, 0.0, 0.38350915908813477, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.1097794845700264, 0.0]",3,tweet_2246_1265535
349,3201,"Feature_Vector: [1.0, 0.0, 0.0, 0.4486308693885803, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.42647626996040344, 0.0]",2,tweet_3201_1228634
1961,7020,"Feature_Vector: [1.0, 1.0, 0.0, 0.20371171832084656, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.1838071197271347, 0.0]",3,tweet_7020_1278069
9881,832,"Feature_Vector: [1.0, 1.0, 0.0, 0.32399436831474304, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.7062491774559021, 0.0]",1,tweet_832_645595
80,5241,"Feature_Vector: [1.0, 1.0, 0.0, 0.36942100524902344, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.5940559506416321, 0.0]",1,tweet_5241_291276
7766,6875,"Feature_Vector: [0.0, 0.0, 0.0, 0.4852805435657501, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.06197875365614891, 1.0]",1,tweet_6875_217098
103,9313,"Feature_Vector: [1.0, 1.0, 0.0, 0.2270922064781189, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.27631404995918274, 0.0]",2,tweet_9313_1220836
5224,2907,"Feature_Vector: [1.0, 1.0, 0.0, 0.4832434356212616, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.43354088068008423, 0.0]",1,tweet_2907_147969
2235,1983,"Feature_Vector: [1.0, 1.0, 0.0, 0.4446846842765808, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3152073919773102, 0.0]",1,tweet_1983_60726
2446,9195,"Feature_Vector: [1.0, 0.0, 0.0, 0.4733026921749115, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.495847225189209, 0.0]",1,tweet_9195_377310
9399,8296,"Feature_Vector: [1.0, 1.0, 0.0, 0.28560879826545715, 1.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.8148944973945618, 0.0]",1,tweet_8296_745640
2412,3680,"Feature_Vector: [1.0, 0.0, 0.0, 0.4480321705341339, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3595539927482605, 0.0]",3,tweet_3680_1115552
3596,9251,"Feature_Vector: [1.0, 1.0, 0.0, 0.3339173197746277, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.20216599106788635, 0.0]",3,tweet_9251_1142460
7033,6219,"Feature_Vector: [1.0, 1.0, 0.0, 0.44430017471313477, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.41220158338546753, 0.0]",1,tweet_6219_543607
2014,2235,"Feature_Vector: [1.0, 1.0, 0.0, 0.36827796697616577, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4446846842765808, 0.0]",1,tweet_2235_54272
5881,5881,"Feature_Vector: [1.0, 1.0, 0.0, 0.37939608097076416, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.37939608097076416, 0.0]",1,tweet_5881_880965
4257,4257,"Feature_Vector: [1.0, 1.0, 0.0, 0.40055152773857117, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.40055152773857117, 0.0]",1,tweet_4257_844220
8085,994,"Feature_Vector: [1.0, 1.0, 0.0, 0.3624621629714966, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4938614070415497, 0.0]",1,tweet_994_578558
6220,266,"Feature_Vector: [1.0, 1.0, 0.0, 0.3545225262641907, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3602238893508911, 0.0]",1,tweet_266_175804
8755,7700,"Feature_Vector: [1.0, 0.0, 0.0, 0.25690922141075134, 0.0]","Feature_Vector: [1.0, 1.0, 1.0, 0.888723611831665, 0.0]",1,tweet_7700_935768
2242,5353,"Feature_Vector: [1.0, 1.0, 0.0, 0.2960134446620941, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.18996766209602356, 0.0]",3,tweet_5353_1285268
1522,1533,"Feature_Vector: [1.0, 1.0, 0.0, 0.37912455201148987, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.35346007347106934, 0.0]",1,tweet_1533_40787
9195,2369,"Feature_Vector: [1.0, 0.0, 0.0, 0.495847225189209, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.35399380326271057, 0.0]",1,tweet_2369_254620
4800,6070,"Feature_Vector: [1.0, 1.0, 0.0, 0.27008870244026184, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.36702701449394226, 0.0]",1,tweet_6070_134066
6902,1578,"Feature_Vector: [1.0, 0.0, 1.0, 0.6104324460029602, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.5867338180541992, 0.0]",1,tweet_1578_1023428
695,2539,"Feature_Vector: [1.0, 1.0, 0.0, 0.3983202576637268, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.36917802691459656, 0.0]",2,tweet_2539_1240905
2051,3302,"Feature_Vector: [0.0, 0.0, 0.0, 0.37973371148109436, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4583613872528076, 0.0]",4,tweet_3302_1105948
44,7659,"Feature_Vector: [1.0, 1.0, 0.0, 0.30942752957344055, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.0, 0.0]",2,tweet_7659_1218536
3206,8816,"Feature_Vector: [1.0, 1.0, 0.0, 0.33857277035713196, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.1173127219080925, 0.0]",3,tweet_8816_1305798
4825,6056,"Feature_Vector: [1.0, 1.0, 0.0, 0.3631889522075653, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.521015465259552, 0.0]",1,tweet_6056_462852
9292,9843,"Feature_Vector: [0.0, 0.0, 0.0, 0.29327577352523804, 0.0]","Feature_Vector: [1.0, 1.0, 1.0, 0.4899634122848511, 0.0]",1,tweet_9843_619444
5093,2158,"Feature_Vector: [1.0, 1.0, 0.0, 0.3630985915660858, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.38463127613067627, 0.0]",1,tweet_2158_143938
7369,7369,"Feature_Vector: [1.0, 0.0, 0.0, 0.4846026599407196, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.4846026599407196, 0.0]",1,tweet_7369_909199
1450,7373,"Feature_Vector: [1.0, 1.0, 0.0, 0.4346707761287689, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4509640336036682, 0.0]",1,tweet_7373_669303
4397,6888,"Feature_Vector: [1.0, 1.0, 0.0, 0.30752304196357727, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.32453423738479614, 0.0]",2,tweet_6888_1159924
4757,10059,"Feature_Vector: [1.0, 0.0, 0.0, 0.31349119544029236, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.5017430186271667, 0.0]",1,tweet_10059_702235
2186,6183,"Feature_Vector: [1.0, 1.0, 0.0, 0.33406877517700195, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.44742706418037415, 0.0]",1,tweet_6183_59638
2917,2917,"Feature_Vector: [1.0, 0.0, 0.0, 0.35916757583618164, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.35916757583618164, 0.0]",1,tweet_2917_995259
4519,8149,"Feature_Vector: [1.0, 1.0, 0.0, 0.21839572489261627, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.37898826599121094, 0.0]",1,tweet_8149_451139
1780,7239,"Feature_Vector: [1.0, 1.0, 0.0, 0.29105064272880554, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.29169541597366333, 0.0]",3,tweet_7239_1272749
5530,5530,"Feature_Vector: [0.0, 0.0, 1.0, 0.41299113631248474, 0.0]","Feature_Vector: [0.0, 0.0, 1.0, 0.41299113631248474, 0.0]",1,tweet_5530_869275
5853,5853,"Feature_Vector: [1.0, 1.0, 0.0, 0.3690967857837677, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3690967857837677, 0.0]",1,tweet_5853_875999
6599,3632,"Feature_Vector: [0.0, 0.0, 0.0, 0.3916996717453003, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 1.0, 0.0]",1,tweet_3632_720099
5871,5871,"Feature_Vector: [1.0, 1.0, 0.0, 0.486001580953598, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.486001580953598, 0.0]",1,tweet_5871_880508
5809,4687,"Feature_Vector: [1.0, 1.0, 0.0, 0.36050859093666077, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.5390616655349731, 0.0]",1,tweet_4687_874318
3814,4335,"Feature_Vector: [1.0, 1.0, 0.0, 0.4107441306114197, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.6169676184654236, 0.0]",1,tweet_4335_692747
86,960,"Feature_Vector: [1.0, 1.0, 0.0, 0.3872837722301483, 0.0]","Feature_Vector: [1.0, 1.0, 1.0, 0.5941839218139648, 0.0]",1,tweet_960_291482
2415,3487,"Feature_Vector: [1.0, 1.0, 0.0, 0.4527265727519989, 0.0]","Feature_Vector: [1.0, 1.0, 1.0, 0.6530749797821045, 0.0]",1,tweet_3487_66075
8148,8963,"Feature_Vector: [1.0, 1.0, 0.0, 0.4502934217453003, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.2986243963241577, 0.0]",1,tweet_8963_925310
8368,955,"Feature_Vector: [1.0, 1.0, 0.0, 0.3468688726425171, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.2880544364452362, 1.0]",1,tweet_955_232017
7635,8682,"Feature_Vector: [1.0, 1.0, 0.0, 0.40119946002960205, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.25259116291999817, 0.0]",2,tweet_8682_1374526
4735,9353,"Feature_Vector: [1.0, 1.0, 0.0, 0.33981576561927795, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.4432618319988251, 0.0]",1,tweet_9353_460603
2019,328,"Feature_Vector: [1.0, 1.0, 0.0, 0.29169541597366333, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.6683395504951477, 0.0]",1,tweet_328_791152
2234,8609,"Feature_Vector: [1.0, 1.0, 0.0, 0.3460186719894409, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3337654769420624, 0.0]",1,tweet_8609_369100
77,2893,"Feature_Vector: [1.0, 1.0, 0.0, 0.44625917077064514, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.6793380975723267, 0.0]",1,tweet_2893_290970
6976,2062,"Feature_Vector: [1.0, 1.0, 0.0, 0.44685637950897217, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3675307333469391, 0.0]",1,tweet_2062_195485
3325,9112,"Feature_Vector: [0.0, 0.0, 0.0, 0.38740143179893494, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4357036352157593, 0.0]",4,tweet_9112_1136376
7838,7838,"Feature_Vector: [0.0, 0.0, 1.0, 0.5069748163223267, 0.0]","Feature_Vector: [0.0, 0.0, 1.0, 0.5069748163223267, 0.0]",1,tweet_7838_918278
9403,1123,"Feature_Vector: [1.0, 1.0, 0.0, 0.38113003969192505, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4119739532470703, 0.0]",1,tweet_1123_624287
10190,6797,"Feature_Vector: [0.0, 0.0, 0.0, 0.23720981180667877, 0.0]","Feature_Vector: [0.0, 0.0, 1.0, 0.5248544812202454, 0.0]",1,tweet_6797_655536
4593,4593,"Feature_Vector: [1.0, 0.0, 1.0, 0.5308657884597778, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.5308657884597778, 0.0]",1,tweet_4593_851637
8250,1729,"Feature_Vector: [0.0, 0.0, 0.0, 0.5931379795074463, 0.0]","Feature_Vector: [1.0, 1.0, 1.0, 0.5922421813011169, 0.0]",1,tweet_1729_585335
5067,5615,"Feature_Vector: [1.0, 1.0, 0.0, 0.40119946002960205, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.42846915125846863, 0.0]",3,tweet_5615_1174359
7770,3869,"Feature_Vector: [1.0, 1.0, 0.0, 0.43354088068008423, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.1299014687538147, 0.0]",1,tweet_3869_217469
2880,901,"Feature_Vector: [1.0, 1.0, 0.0, 0.3704620599746704, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.48563191294670105, 0.0]",1,tweet_901_994838
1202,8801,"Feature_Vector: [1.0, 1.0, 0.0, 0.3983202576637268, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.2598029375076294, 0.0]",1,tweet_8801_328745
9251,4585,"Feature_Vector: [1.0, 1.0, 0.0, 0.20216599106788635, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3819127082824707, 0.0]",1,tweet_4585_618320
9660,2638,"Feature_Vector: [1.0, 1.0, 0.0, 0.35313737392425537, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4045058488845825, 0.0]",1,tweet_2638_636186
1123,923,"Feature_Vector: [1.0, 1.0, 0.0, 0.4119739532470703, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.40206706523895264, 0.0]",1,tweet_923_325029
4755,3024,"Feature_Vector: [1.0, 1.0, 0.0, 0.5802642703056335, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.357793927192688, 0.0]",1,tweet_3024_133111
3324,7608,"Feature_Vector: [1.0, 1.0, 0.0, 0.3143558204174042, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.07820848375558853, 1.0]",2,tweet_7608_1308248
5823,5823,"Feature_Vector: [1.0, 1.0, 0.0, 0.39245694875717163, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.39245694875717163, 0.0]",1,tweet_5823_1016559
6954,2527,"Feature_Vector: [1.0, 1.0, 0.0, 0.4348737895488739, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.48962849378585815, 0.0]",1,tweet_2527_194944
10139,7955,"Feature_Vector: [1.0, 1.0, 0.0, 0.28305232524871826, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.5409671664237976, 0.0]",1,tweet_7955_654163
9547,2622,"Feature_Vector: [1.0, 1.0, 0.0, 0.3969973921775818, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4045492112636566, 0.0]",1,tweet_2622_631926
2759,471,"Feature_Vector: [1.0, 1.0, 0.0, 0.34864869713783264, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.2859647274017334, 0.0]",1,tweet_471_389721
5295,806,"Feature_Vector: [1.0, 1.0, 0.0, 0.3427436351776123, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3368716835975647, 0.0]",1,tweet_806_150146
3150,4411,"Feature_Vector: [1.0, 0.0, 0.0, 0.41525977849960327, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.28416216373443604, 0.0]",1,tweet_4411_1304416
1333,1333,"Feature_Vector: [1.0, 1.0, 0.0, 0.30504825711250305, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.30504825711250305, 0.0]",1,tweet_1333_980624
455,7143,"Feature_Vector: [1.0, 1.0, 0.0, 0.039104241877794266, 1.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.4627625644207001, 0.0]",3,tweet_7143_1060558
2527,3532,"Feature_Vector: [1.0, 1.0, 0.0, 0.48962849378585815, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.5156269073486328, 0.0]",3,tweet_3532_1118303
9256,8942,"Feature_Vector: [1.0, 1.0, 0.0, 0.29511559009552, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.28560879826545715, 0.0]",1,tweet_8942_618438
4120,7240,"Feature_Vector: [1.0, 1.0, 0.0, 0.37746718525886536, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.40795662999153137, 0.0]",1,tweet_7240_437934
6473,5964,"Feature_Vector: [1.0, 1.0, 0.0, 0.25194641947746277, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3334605097770691, 0.0]",1,tweet_5964_525793
8439,9322,"Feature_Vector: [1.0, 0.0, 0.0, 0.3296664357185364, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.4346453547477722, 0.0]",3,tweet_9322_1380432
291,5164,"Feature_Vector: [1.0, 1.0, 0.0, 0.43874073028564453, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.438764363527298, 0.0]",1,tweet_5164_299449
1752,9002,"Feature_Vector: [1.0, 0.0, 0.0, 0.4123150408267975, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.3708574175834656, 0.0]",2,tweet_9002_1272327
7154,9392,"Feature_Vector: [1.0, 1.0, 0.0, 0.4135853946208954, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5101978778839111, 0.0]",1,tweet_9392_725916
4991,8330,"Feature_Vector: [0.0, 0.0, 0.0, 0.30350956320762634, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.16306175291538239, 1.0]",2,tweet_8330_1172954
8879,8879,"Feature_Vector: [1.0, 0.0, 0.0, 0.43769022822380066, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.43769022822380066, 0.0]",1,tweet_8879_937654
3206,5324,"Feature_Vector: [1.0, 1.0, 0.0, 0.33857277035713196, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.24432046711444855, 1.0]",1,tweet_5324_88642
3529,1028,"Feature_Vector: [1.0, 1.0, 0.0, 0.4416675567626953, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3555653691291809, 0.0]",1,tweet_1028_97130
4852,4699,"Feature_Vector: [1.0, 1.0, 0.0, 0.2877114713191986, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3331539034843445, 0.0]",1,tweet_4699_464267
3381,4509,"Feature_Vector: [1.0, 1.0, 0.0, 0.4436534643173218, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.3154183030128479, 0.0]",3,tweet_4509_1309453
8819,10043,"Feature_Vector: [1.0, 1.0, 0.0, 0.4119359254837036, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.2741687297821045, 0.0]",1,tweet_10043_740846
2061,9392,"Feature_Vector: [1.0, 1.0, 0.0, 0.4034987688064575, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5101978778839111, 0.0]",1,tweet_9392_361982
1675,1675,"Feature_Vector: [0.0, 0.0, 0.0, 0.47117355465888977, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.47117355465888977, 0.0]",1,tweet_1675_782381
5607,291,"Feature_Vector: [1.0, 1.0, 0.0, 0.41497212648391724, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.43874073028564453, 0.0]",1,tweet_291_156482
245,245,"Feature_Vector: [0.0, 0.0, 0.0, 0.5438660979270935, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.5438660979270935, 0.0]",1,tweet_245_758535
4194,7906,"Feature_Vector: [1.0, 1.0, 0.0, 0.039104241877794266, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.10108299553394318, 0.0]",3,tweet_7906_1155893
1372,7880,"Feature_Vector: [1.0, 1.0, 0.0, 0.37939608097076416, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.5543941855430603, 0.0]",1,tweet_7880_334830
3826,4436,"Feature_Vector: [1.0, 0.0, 0.0, 0.29630959033966064, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.325949102640152, 0.0]",2,tweet_4436_1317760
1500,3933,"Feature_Vector: [1.0, 1.0, 0.0, 0.3480616509914398, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.25570884346961975, 0.0]",3,tweet_3933_1265352
2874,4247,"Feature_Vector: [1.0, 1.0, 0.0, 0.31349119544029236, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3361474871635437, 0.0]",2,tweet_4247_1125379
5717,6590,"Feature_Vector: [1.0, 1.0, 0.0, 0.3234492838382721, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.36050859093666077, 0.0]",1,tweet_6590_159084
7225,4488,"Feature_Vector: [1.0, 1.0, 0.0, 0.39942318201065063, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.41960689425468445, 0.0]",1,tweet_4488_550513
7154,8321,"Feature_Vector: [1.0, 1.0, 0.0, 0.4135853946208954, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.41373297572135925, 0.0]",3,tweet_8321_1201845
2466,2506,"Feature_Vector: [1.0, 1.0, 0.0, 0.38740143179893494, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4134003520011902, 0.0]",3,tweet_2506_1116658
6733,8781,"Feature_Vector: [1.0, 1.0, 0.0, 0.3096611201763153, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.37187254428863525, 0.0]",1,tweet_8781_533504
5224,9186,"Feature_Vector: [1.0, 1.0, 0.0, 0.4832434356212616, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3712500035762787, 0.0]",1,tweet_9186_480232
5797,4342,"Feature_Vector: [1.0, 1.0, 0.0, 0.3247130513191223, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5981504917144775, 0.0]",1,tweet_4342_712286
5871,5871,"Feature_Vector: [1.0, 1.0, 0.0, 0.486001580953598, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.486001580953598, 0.0]",1,tweet_5871_879622
8049,7518,"Feature_Vector: [1.0, 0.0, 0.0, 0.42939794063568115, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3058021664619446, 0.0]",1,tweet_7518_224129
2155,5839,"Feature_Vector: [1.0, 1.0, 0.0, 0.3578931391239166, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4002247750759125, 0.0]",3,tweet_5839_1107924
5099,5944,"Feature_Vector: [1.0, 1.0, 1.0, 0.6446264982223511, 0.0]","Feature_Vector: [1.0, 1.0, 1.0, 0.6163211464881897, 0.0]",1,tweet_5944_1012038
5690,3099,"Feature_Vector: [1.0, 1.0, 0.0, 0.4323614239692688, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5727623701095581, 0.0]",1,tweet_3099_711155
5318,5318,"Feature_Vector: [1.0, 1.0, 0.0, 0.24650456011295319, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.24650456011295319, 0.0]",1,tweet_5318_865455
3867,5865,"Feature_Vector: [1.0, 1.0, 0.0, 0.35378092527389526, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.39446258544921875, 0.0]",3,tweet_5865_1149285
2218,4342,"Feature_Vector: [1.0, 1.0, 0.0, 0.3280070424079895, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5981504917144775, 0.0]",1,tweet_4342_676688
1393,1525,"Feature_Vector: [1.0, 1.0, 0.0, 0.6285858750343323, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.5500404238700867, 0.0]",1,tweet_1525_35935
7288,5897,"Feature_Vector: [1.0, 1.0, 0.0, 0.2328343242406845, 1.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3431313931941986, 0.0]",1,tweet_5897_552486
73,9843,"Feature_Vector: [1.0, 1.0, 0.0, 0.3045400083065033, 0.0]","Feature_Vector: [1.0, 1.0, 1.0, 0.4899634122848511, 0.0]",1,tweet_9843_290332
2579,2579,"Feature_Vector: [1.0, 1.0, 0.0, 0.31888797879219055, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.31888797879219055, 0.0]",1,tweet_2579_680322
7249,8540,"Feature_Vector: [1.0, 1.0, 0.0, 0.4997010827064514, 0.0]","Feature_Vector: [1.0, 1.0, 1.0, 0.6127685308456421, 0.0]",1,tweet_8540_907417
5241,5241,"Feature_Vector: [0.0, 0.0, 0.0, 0.5940559506416321, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.5940559506416321, 0.0]",1,tweet_5241_863045
3641,5295,"Feature_Vector: [1.0, 0.0, 0.0, 0.5200162529945374, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3427436351776123, 0.0]",2,tweet_5295_1314138
1573,7576,"Feature_Vector: [1.0, 1.0, 0.0, 0.4553065299987793, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.3465060889720917, 0.0]",3,tweet_7576_1267381
3945,3945,"Feature_Vector: [0.0, 0.0, 0.0, 0.5389256477355957, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.5389256477355957, 0.0]",1,tweet_3945_838067
7623,5845,"Feature_Vector: [1.0, 1.0, 0.0, 0.40709277987480164, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3346705436706543, 0.0]",1,tweet_5845_213540
3032,3632,"Feature_Vector: [1.0, 1.0, 0.0, 0.4313458502292633, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 1.0, 0.0]",1,tweet_3632_684511
8007,8769,"Feature_Vector: [1.0, 1.0, 0.0, 0.20371171832084656, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.23550012707710266, 0.0]",2,tweet_8769_1208226
6233,9686,"Feature_Vector: [1.0, 1.0, 0.0, 0.3770450949668884, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.3427436351776123, 0.0]",3,tweet_9686_1191659
5076,5076,"Feature_Vector: [1.0, 1.0, 0.0, 0.3846929669380188, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3846929669380188, 0.0]",1,tweet_5076_860482
4524,9234,"Feature_Vector: [1.0, 0.0, 0.0, 0.6434335112571716, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.039104241877794266, 0.0]",3,tweet_9234_1331081
9984,8587,"Feature_Vector: [1.0, 1.0, 0.0, 0.37309733033180237, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3248912990093231, 0.0]",1,tweet_8587_280336
7519,9520,"Feature_Vector: [1.0, 0.0, 0.0, 0.3619108498096466, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5417155027389526, 0.0]",1,tweet_9520_560384
846,4788,"Feature_Vector: [1.0, 1.0, 0.0, 0.352704256772995, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.25808456540107727, 0.0]",2,tweet_4788_1072033
181,9520,"Feature_Vector: [1.0, 1.0, 0.0, 0.38093265891075134, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5417155027389526, 0.0]",3,tweet_9520_1053634
2876,6847,"Feature_Vector: [1.0, 1.0, 0.0, 0.44601020216941833, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.32234305143356323, 1.0]",3,tweet_6847_1125570
9121,6347,"Feature_Vector: [1.0, 1.0, 0.0, 0.2671949863433838, 0.0]","Feature_Vector: [0.0, 0.0, 1.0, 0.48386338353157043, 0.0]",1,tweet_6347_743266
5944,5944,"Feature_Vector: [1.0, 1.0, 1.0, 0.6163211464881897, 0.0]","Feature_Vector: [1.0, 1.0, 1.0, 0.6163211464881897, 0.0]",1,tweet_5944_882534
7470,7519,"Feature_Vector: [1.0, 1.0, 0.0, 0.24650456011295319, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.3619108498096466, 0.0]",3,tweet_7519_1372879
1363,1358,"Feature_Vector: [1.0, 1.0, 0.0, 0.30942752957344055, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.32399436831474304, 0.0]",1,tweet_1358_34922
