source_id,target_id,mediator_ids,full_path,hop_count
3481,5100,"[5324, 4489]","[3481, 5324, 4489, 5100]",3
1995,10170,"[8271, 3256]","[1995, 8271, 3256, 10170]",3
2062,8867,"[557, 9743, 7055]","[2062, 557, 9743, 7055, 8867]",4
9978,3930,"[3102, 9112, 9350, 3049]","[9978, 3102, 9112, 9350, 3049, 3930]",5
1750,3632,"[5001, 5233, 9369, 10180]","[1750, 5001, 5233, 9369, 10180, 3632]",5
3328,5240,"[7236, 7249, 4965, 7441, 3892]","[3328, 7236, 7249, 4965, 7441, 3892, 5240]",6
984,6771,"[6002, 6353, 6639]","[984, 6002, 6353, 6639, 6771]",4
1278,8635,"[6639, 4260, 311, 960]","[1278, 6639, 4260, 311, 960, 8635]",5
8020,9848,"[9443, 4110, 4728]","[8020, 9443, 4110, 4728, 9848]",4
2820,1525,"[1729, 8250]","[2820, 1729, 8250, 1525]",3
9092,652,"[10102, 10103, 9750, 10128]","[9092, 10102, 10103, 9750, 10128, 652]",5
5452,9093,"[5565, 6261, 8176, 7182]","[5452, 5565, 6261, 8176, 7182, 9093]",5
2446,7852,"[2458, 3670]","[2446, 2458, 3670, 7852]",3
9728,311,"[10040, 4806]","[9728, 10040, 4806, 311]",3
1015,10189,"[1522, 8446, 6631]","[1015, 1522, 8446, 6631, 10189]",4
3907,10171,"[6316, 7138]","[3907, 6316, 7138, 10171]",3
9936,6553,"[6824, 8083, 7059, 1492]","[9936, 6824, 8083, 7059, 1492, 6553]",5
3460,7700,"[6583, 8923]","[3460, 6583, 8923, 7700]",3
7017,9869,"[8659, 9543]","[7017, 8659, 9543, 9869]",3
9204,8835,"[5440, 1748, 117]","[9204, 5440, 1748, 117, 8835]",4
814,3649,"[4082, 10193, 3292, 7018]","[814, 4082, 10193, 3292, 7018, 3649]",5
6956,442,"[7155, 9714, 3717, 2619, 6694]","[6956, 7155, 9714, 3717, 2619, 6694, 442]",6
4758,9464,"[1043, 106]","[4758, 1043, 106, 9464]",3
7308,761,"[7574, 4800]","[7308, 7574, 4800, 761]",3
626,8721,"[3820, 6797, 6191, 736, 9112]","[626, 3820, 6797, 6191, 736, 9112, 8721]",6
635,9455,"[2932, 3958, 4755]","[635, 2932, 3958, 4755, 9455]",4
7118,8387,"[4824, 9246, 8893, 9843, 8183]","[7118, 4824, 9246, 8893, 9843, 8183, 8387]",6
6789,9984,"[2307, 2800, 7698]","[6789, 2307, 2800, 7698, 9984]",4
2067,2466,"[5620, 9121]","[2067, 5620, 9121, 2466]",3
3429,9758,"[9408, 9878, 10186, 3632, 9126]","[3429, 9408, 9878, 10186, 3632, 9126, 9758]",6
2977,6874,"[8119, 6635, 8446, 1165, 913]","[2977, 8119, 6635, 8446, 1165, 913, 6874]",6
7909,1729,"[2893, 3820]","[7909, 2893, 3820, 1729]",3
2903,6859,"[4761, 5467, 2915, 8006, 2742]","[2903, 4761, 5467, 2915, 8006, 2742, 6859]",6
5283,1424,"[6243, 3531]","[5283, 6243, 3531, 1424]",3
9189,3895,"[9117, 2414, 7133, 1975, 5486]","[9189, 9117, 2414, 7133, 1975, 5486, 3895]",6
4906,3632,"[6629, 8958, 10154]","[4906, 6629, 8958, 10154, 3632]",4
366,9247,"[1658, 8744]","[366, 1658, 8744, 9247]",3
2757,9951,"[9988, 10175, 7700, 9093, 9465]","[2757, 9988, 10175, 7700, 9093, 9465, 9951]",6
7793,8785,"[4956, 5270, 7781, 8716]","[7793, 4956, 5270, 7781, 8716, 8785]",5
8140,7622,"[9821, 9014, 2180]","[8140, 9821, 9014, 2180, 7622]",4
1944,5482,"[9552, 8296, 8347, 9596]","[1944, 9552, 8296, 8347, 9596, 5482]",5
4752,7737,"[10015, 2280, 6512, 643, 1494]","[4752, 10015, 2280, 6512, 643, 1494, 7737]",6
6782,3541,"[8972, 5241, 3550, 5743, 7975]","[6782, 8972, 5241, 3550, 5743, 7975, 3541]",6
7433,8667,"[3712, 1565, 2480, 6455]","[7433, 3712, 1565, 2480, 6455, 8667]",5
2781,9126,"[9612, 2934, 4316]","[2781, 9612, 2934, 4316, 9126]",4
1902,8947,"[7338, 7844, 263]","[1902, 7338, 7844, 263, 8947]",4
8522,7125,"[8781, 3529, 5413]","[8522, 8781, 3529, 5413, 7125]",4
7231,7000,"[876, 3945]","[7231, 876, 3945, 7000]",3
5624,7284,"[2908, 3665]","[5624, 2908, 3665, 7284]",3
5733,8587,"[4866, 2987]","[5733, 4866, 2987, 8587]",3
2652,9957,"[5093, 2867, 4109]","[2652, 5093, 2867, 4109, 9957]",4
7018,8836,"[8453, 559, 1038, 8457]","[7018, 8453, 559, 1038, 8457, 8836]",5
1151,4996,"[4712, 2006, 7496]","[1151, 4712, 2006, 7496, 4996]",4
806,9211,"[6539, 8966]","[806, 6539, 8966, 9211]",3
8397,8750,"[3024, 2979, 8104, 2068, 2162]","[8397, 3024, 2979, 8104, 2068, 2162, 8750]",6
3813,77,"[3895, 5436, 6089]","[3813, 3895, 5436, 6089, 77]",4
3969,5241,"[4718, 2933, 9022, 10015, 9726]","[3969, 4718, 2933, 9022, 10015, 9726, 5241]",6
3321,3160,"[2014, 7518]","[3321, 2014, 7518, 3160]",3
8555,5251,"[9362, 326]","[8555, 9362, 326, 5251]",3
8971,7700,"[9037, 9202]","[8971, 9037, 9202, 7700]",3
4782,3278,"[6644, 7957]","[4782, 6644, 7957, 3278]",3
5781,5241,"[9131, 5417]","[5781, 9131, 5417, 5241]",3
8478,4793,"[9225, 9581, 6567, 8488, 1720]","[8478, 9225, 9581, 6567, 8488, 1720, 4793]",6
2020,8444,"[6076, 9292, 3136, 3475, 4868]","[2020, 6076, 9292, 3136, 3475, 4868, 8444]",6
351,9989,"[1227, 8237]","[351, 1227, 8237, 9989]",3
322,7702,"[4890, 7071, 2190, 2218, 960]","[322, 4890, 7071, 2190, 2218, 960, 7702]",6
9303,4665,"[7526, 1764]","[9303, 7526, 1764, 4665]",3
8309,10140,"[10081, 10102]","[8309, 10081, 10102, 10140]",3
660,9520,"[3037, 8715]","[660, 3037, 8715, 9520]",3
2991,5944,"[5099, 1158]","[2991, 5099, 1158, 5944]",3
8688,5534,"[9330, 4335, 6576]","[8688, 9330, 4335, 6576, 5534]",4
8548,4233,"[5901, 5052, 3958, 7275]","[8548, 5901, 5052, 3958, 7275, 4233]",5
5783,3532,"[7280, 9328]","[5783, 7280, 9328, 3532]",3
7805,2584,"[9778, 10137]","[7805, 9778, 10137, 2584]",3
4916,9921,"[9914, 311, 4424]","[4916, 9914, 311, 4424, 9921]",4
7964,8263,"[9850, 8429, 4910, 9849, 5104]","[7964, 9850, 8429, 4910, 9849, 5104, 8263]",6
9101,10168,"[4342, 4630, 1467, 5122, 8444]","[9101, 4342, 4630, 1467, 5122, 8444, 10168]",6
3393,9463,"[4459, 3527, 1332, 4921]","[3393, 4459, 3527, 1332, 4921, 9463]",5
4492,4386,"[4569, 7827, 3814]","[4492, 4569, 7827, 3814, 4386]",4
5744,4588,"[9897, 643, 2446, 9657, 8660]","[5744, 9897, 643, 2446, 9657, 8660, 4588]",6
2645,9896,"[6446, 9244]","[2645, 6446, 9244, 9896]",3
6677,6520,"[10097, 8866, 5417, 9128, 2584]","[6677, 10097, 8866, 5417, 9128, 2584, 6520]",6
10064,1649,"[33, 3049]","[10064, 33, 3049, 1649]",3
2915,7845,"[5442, 8714]","[2915, 5442, 8714, 7845]",3
6086,5417,"[7957, 4005, 4687, 5579, 6729]","[6086, 7957, 4005, 4687, 5579, 6729, 5417]",6
74,4588,"[5417, 9126]","[74, 5417, 9126, 4588]",3
5379,6046,"[7059, 2180, 7688, 9989]","[5379, 7059, 2180, 7688, 9989, 6046]",5
8824,9850,"[3116, 9615]","[8824, 3116, 9615, 9850]",3
3318,9513,"[6391, 9970, 8517, 5748, 4405]","[3318, 6391, 9970, 8517, 5748, 4405, 9513]",6
6661,5241,"[6960, 7923, 9358]","[6661, 6960, 7923, 9358, 5241]",4
5167,1395,"[6430, 9537, 9611, 3632, 9126]","[5167, 6430, 9537, 9611, 3632, 9126, 1395]",6
9063,311,"[4830, 2108]","[9063, 4830, 2108, 311]",3
5534,1110,"[6355, 6798, 8326, 8685, 24]","[5534, 6355, 6798, 8326, 8685, 24, 1110]",6
4504,8501,"[7507, 9691, 10167]","[4504, 7507, 9691, 10167, 8501]",4
9119,7499,"[5440, 7265, 4921, 1729]","[9119, 5440, 7265, 4921, 1729, 7499]",5
3454,10167,"[7125, 9813, 5238, 7574]","[3454, 7125, 9813, 5238, 7574, 10167]",5
5436,9671,"[6183, 6784, 7006]","[5436, 6183, 6784, 7006, 9671]",4
9437,9657,"[4419, 6765, 8009]","[9437, 4419, 6765, 8009, 9657]",4
1561,3546,"[960, 9906, 1304, 9112, 5417]","[1561, 960, 9906, 1304, 9112, 5417, 3546]",6
10118,5903,"[423, 5927]","[10118, 423, 5927, 5903]",3
7483,8685,"[3867, 6204, 7240]","[7483, 3867, 6204, 7240, 8685]",4
7511,9624,"[1274, 9785, 4507]","[7511, 1274, 9785, 4507, 9624]",4
7413,9912,"[6902, 3203, 8556, 1748]","[7413, 6902, 3203, 8556, 1748, 9912]",5
6299,8113,"[9976, 9986, 8540, 4764, 2638]","[6299, 9976, 9986, 8540, 4764, 2638, 8113]",6
2114,7126,"[8199, 8945, 10149, 9940, 965]","[2114, 8199, 8945, 10149, 9940, 965, 7126]",6
8902,7844,"[4408, 5579, 3441, 5342, 4411]","[8902, 4408, 5579, 3441, 5342, 4411, 7844]",6
823,10032,"[3291, 8540]","[823, 3291, 8540, 10032]",3
6588,9792,"[8339, 9824]","[6588, 8339, 9824, 9792]",3
9860,9112,"[77, 6246, 1127, 9533]","[9860, 77, 6246, 1127, 9533, 9112]",5
551,10196,"[7383, 9715, 9840]","[551, 7383, 9715, 9840, 10196]",4
3188,5622,"[7563, 8987, 643, 2923]","[3188, 7563, 8987, 643, 2923, 5622]",5
7084,9528,"[1914, 8741, 10015, 9624, 4579]","[7084, 1914, 8741, 10015, 9624, 4579, 9528]",6
158,8781,"[2729, 3545, 8627]","[158, 2729, 3545, 8627, 8781]",4
7100,6069,"[9252, 9788, 8663, 366]","[7100, 9252, 9788, 8663, 366, 6069]",5
4624,4687,"[7189, 8006, 6519, 8069]","[4624, 7189, 8006, 6519, 8069, 4687]",5
3594,1559,"[5850, 4488, 4615, 9789]","[3594, 5850, 4488, 4615, 9789, 1559]",5
3255,2255,"[6033, 8245, 9259, 3091]","[3255, 6033, 8245, 9259, 3091, 2255]",5
7375,6168,"[9880, 4879, 2077, 2307]","[7375, 9880, 4879, 2077, 2307, 6168]",5
6265,4130,"[9716, 3632, 9126]","[6265, 9716, 3632, 9126, 4130]",4
6729,6694,"[5764, 9195, 2369, 8663]","[6729, 5764, 9195, 2369, 8663, 6694]",5
1827,5252,"[2598, 5534, 5972]","[1827, 2598, 5534, 5972, 5252]",4
2079,9373,"[3966, 8817, 9795, 311]","[2079, 3966, 8817, 9795, 311, 9373]",5
6459,8674,"[5972, 9052, 4455, 4983, 7106]","[6459, 5972, 9052, 4455, 4983, 7106, 8674]",6
6385,2659,"[5982, 7790, 9991]","[6385, 5982, 7790, 9991, 2659]",4
7093,1791,"[7880, 2248, 9331, 6889, 1414]","[7093, 7880, 2248, 9331, 6889, 1414, 1791]",6
9602,9009,"[4419, 8657, 4018, 4957, 7631]","[9602, 4419, 8657, 4018, 4957, 7631, 9009]",6
8928,2191,"[5972, 4419, 8344]","[8928, 5972, 4419, 8344, 2191]",4
5855,137,"[8928, 3548, 660, 2412, 5499]","[5855, 8928, 3548, 660, 2412, 5499, 137]",6
2439,9012,"[5534, 9402, 1393]","[2439, 5534, 9402, 1393, 9012]",4
5496,287,"[2366, 1427]","[5496, 2366, 1427, 287]",3
7423,8149,"[8422, 5300, 960, 3124]","[7423, 8422, 5300, 960, 3124, 8149]",5
4931,3527,"[2610, 7955]","[4931, 2610, 7955, 3527]",3
8625,1525,"[9409, 10084, 7563, 3219]","[8625, 9409, 10084, 7563, 3219, 1525]",5
6193,923,"[8232, 6786, 1152, 1322]","[6193, 8232, 6786, 1152, 1322, 923]",5
9247,7864,"[5417, 2870, 3829, 5502]","[9247, 5417, 2870, 3829, 5502, 7864]",5
2603,7176,"[3549, 2840]","[2603, 3549, 2840, 7176]",3
1105,9565,"[3508, 5056, 311, 9373]","[1105, 3508, 5056, 311, 9373, 9565]",5
8684,8176,"[1857, 6475, 7647, 2656, 6479]","[8684, 1857, 6475, 7647, 2656, 6479, 8176]",6
7896,6720,"[5241, 4906, 5431, 5750]","[7896, 5241, 4906, 5431, 5750, 6720]",5
8077,9128,"[8969, 9088, 4806, 263, 8947]","[8077, 8969, 9088, 4806, 263, 8947, 9128]",6
7239,4896,"[10063, 5897, 2218, 8235, 10189]","[7239, 10063, 5897, 2218, 8235, 10189, 4896]",6
2071,328,"[7243, 9171, 9811, 9240, 3370]","[2071, 7243, 9171, 9811, 9240, 3370, 328]",6
7587,7823,"[8056, 10018, 8344, 2153, 3912]","[7587, 8056, 10018, 8344, 2153, 3912, 7823]",6
7133,6041,"[9171, 3785, 4395, 994, 4630]","[7133, 9171, 3785, 4395, 994, 4630, 6041]",6
2200,7700,"[9988, 10175]","[2200, 9988, 10175, 7700]",3
9171,7620,"[8842, 8082, 7087, 2180, 7194]","[9171, 8842, 8082, 7087, 2180, 7194, 7620]",6
7593,4341,"[6729, 8668, 159]","[7593, 6729, 8668, 159, 4341]",4
6578,8640,"[7573, 8371]","[6578, 7573, 8371, 8640]",3
7373,3639,"[8468, 7045, 9601, 9404, 2340]","[7373, 8468, 7045, 9601, 9404, 2340, 3639]",6
1544,4639,"[2453, 5140, 7155, 9206, 862]","[1544, 2453, 5140, 7155, 9206, 862, 4639]",6
3080,535,"[5341, 7219, 4771, 4973, 5185]","[3080, 5341, 7219, 4771, 4973, 5185, 535]",6
2609,9717,"[2521, 4, 2341, 5834, 9709]","[2609, 2521, 4, 2341, 5834, 9709, 9717]",6
8559,8777,"[308, 7339, 8423]","[8559, 308, 7339, 8423, 8777]",4
5973,8940,"[7426, 1586, 6473]","[5973, 7426, 1586, 6473, 8940]",4
2855,6866,"[3381, 3659]","[2855, 3381, 3659, 6866]",3
9992,3094,"[10176, 5027, 1935, 1781]","[9992, 10176, 5027, 1935, 1781, 3094]",5
7982,5238,"[8393, 8945, 7766, 7458]","[7982, 8393, 8945, 7766, 7458, 5238]",5
956,4143,"[5096, 3095]","[956, 5096, 3095, 4143]",3
4731,8918,"[8441, 4875]","[4731, 8441, 4875, 8918]",3
6523,6782,"[8480, 4335, 2466, 999, 732]","[6523, 8480, 4335, 2466, 999, 732, 6782]",6
2035,7386,"[9471, 2701, 4113]","[2035, 9471, 2701, 4113, 7386]",4
342,10037,"[9589, 7335, 8785]","[342, 9589, 7335, 8785, 10037]",4
6057,558,"[4697, 796, 8326, 1681]","[6057, 4697, 796, 8326, 1681, 558]",5
9596,8739,"[9392, 1641]","[9596, 9392, 1641, 8739]",3
4294,7623,"[4158, 6229, 6989, 1414]","[4294, 4158, 6229, 6989, 1414, 7623]",5
7808,3556,"[819, 2876, 4038]","[7808, 819, 2876, 4038, 3556]",4
9702,8521,"[8149, 9681, 2186]","[9702, 8149, 9681, 2186, 8521]",4
9763,8841,"[3049, 2505, 7700, 4111]","[9763, 3049, 2505, 7700, 4111, 8841]",5
1464,1998,"[3965, 5324]","[1464, 3965, 5324, 1998]",3
3695,9946,"[3028, 8588]","[3695, 3028, 8588, 9946]",3
2777,9121,"[5417, 6797, 8453, 8540]","[2777, 5417, 6797, 8453, 8540, 9121]",5
45,7176,"[966, 6555, 6592, 9424, 9936]","[45, 966, 6555, 6592, 9424, 9936, 7176]",6
9424,8654,"[4347, 2840, 3549, 3182]","[9424, 4347, 2840, 3549, 3182, 8654]",5
6726,3559,"[9671, 1191, 1843]","[6726, 9671, 1191, 1843, 3559]",4
3062,7408,"[3424, 3683, 2933, 5718]","[3062, 3424, 3683, 2933, 5718, 7408]",5
231,10146,"[1213, 3933, 9770, 9130, 994]","[231, 1213, 3933, 9770, 9130, 994, 10146]",6
7584,4806,"[8172, 9697]","[7584, 8172, 9697, 4806]",3
903,10165,"[8566, 9963, 10160]","[903, 8566, 9963, 10160, 10165]",4
3386,6233,"[6567, 7198, 8864, 4687]","[3386, 6567, 7198, 8864, 4687, 6233]",5
7444,4405,"[9377, 9879, 652, 5197, 8321]","[7444, 9377, 9879, 652, 5197, 8321, 4405]",6
3194,5199,"[7033, 1759, 7266]","[3194, 7033, 1759, 7266, 5199]",4
394,5614,"[5152, 5616, 6050]","[394, 5152, 5616, 6050, 5614]",4
3925,3071,"[1399, 3996, 7205, 10015]","[3925, 1399, 3996, 7205, 10015, 3071]",5
1505,859,"[8250, 9515, 7379, 1975, 6407]","[1505, 8250, 9515, 7379, 1975, 6407, 859]",6
2807,2154,"[3144, 10144, 10189, 5613, 5717]","[2807, 3144, 10144, 10189, 5613, 5717, 2154]",6
202,9590,"[975, 5071, 8018, 667]","[202, 975, 5071, 8018, 667, 9590]",5
7664,8663,"[3278, 9998]","[7664, 3278, 9998, 8663]",3
8458,7392,"[6116, 7175]","[8458, 6116, 7175, 7392]",3
5729,4620,"[9505, 643, 3113, 862]","[5729, 9505, 643, 3113, 862, 4620]",5
2391,5622,"[6085, 6970, 1494, 2027]","[2391, 6085, 6970, 1494, 2027, 5622]",5
4638,7423,"[4538, 5332]","[4638, 4538, 5332, 7423]",3
5051,9787,"[5972, 5645]","[5051, 5972, 5645, 9787]",3
8125,2867,"[960, 4247]","[8125, 960, 4247, 2867]",3
6011,1450,"[9295, 8663, 5944, 4043, 1562]","[6011, 9295, 8663, 5944, 4043, 1562, 1450]",6
1559,3400,"[1828, 8054, 4521, 9011, 7308]","[1559, 1828, 8054, 4521, 9011, 7308, 3400]",6
1082,5972,"[3207, 9126]","[1082, 3207, 9126, 5972]",3
10127,6069,"[6115, 5324, 5417]","[10127, 6115, 5324, 5417, 6069]",4
4286,4858,"[7209, 4896, 1079, 10004]","[4286, 7209, 4896, 1079, 10004, 4858]",5
7636,9779,"[9929, 4476, 4556, 6143]","[7636, 9929, 4476, 4556, 6143, 9779]",5
9960,8486,"[1494, 2075, 7148]","[9960, 1494, 2075, 7148, 8486]",4
3988,10188,"[7175, 10160]","[3988, 7175, 10160, 10188]",3
1148,3632,"[2684, 4445, 7434, 9998]","[1148, 2684, 4445, 7434, 9998, 3632]",5
4382,9605,"[8501, 9291, 9532]","[4382, 8501, 9291, 9532, 9605]",4
189,7194,"[3651, 6955]","[189, 3651, 6955, 7194]",3
2809,3929,"[5928, 7913, 9503, 266]","[2809, 5928, 7913, 9503, 266, 3929]",5
4303,3292,"[9988, 10174, 7859, 6113]","[4303, 9988, 10174, 7859, 6113, 3292]",5
9295,3487,"[3398, 9126, 9531]","[9295, 3398, 9126, 9531, 3487]",4
1471,8124,"[6632, 9537, 9611, 8114]","[1471, 6632, 9537, 9611, 8114, 8124]",5
6105,9429,"[1061, 6542, 6199, 328]","[6105, 1061, 6542, 6199, 328, 9429]",5
9463,8104,"[2638, 9074]","[9463, 2638, 9074, 8104]",3
2934,6706,"[8479, 5099, 9906, 6204, 3487]","[2934, 8479, 5099, 9906, 6204, 3487, 6706]",6
2983,6924,"[7884, 3632, 9126, 2412]","[2983, 7884, 3632, 9126, 2412, 6924]",5
4515,3632,"[9472, 1656, 7220, 8295, 9098]","[4515, 9472, 1656, 7220, 8295, 9098, 3632]",6
865,9313,"[921, 2208, 7742]","[865, 921, 2208, 7742, 9313]",4
9765,4076,"[2741, 2860, 5324]","[9765, 2741, 2860, 5324, 4076]",4
6947,2203,"[4158, 1522, 7895, 7167, 3055]","[6947, 4158, 1522, 7895, 7167, 3055, 2203]",6
8174,876,"[8263, 7647, 7762]","[8174, 8263, 7647, 7762, 876]",4
9861,6690,"[7385, 4976, 5251]","[9861, 7385, 4976, 5251, 6690]",4
10189,6229,"[5915, 6276]","[10189, 5915, 6276, 6229]",3
1841,5944,"[6678, 9785, 3915, 3961]","[1841, 6678, 9785, 3915, 3961, 5944]",5
2956,8439,"[3029, 4609, 4976, 8313]","[2956, 3029, 4609, 4976, 8313, 8439]",5
821,3909,"[7842, 7844]","[821, 7842, 7844, 3909]",3
4419,6837,"[1969, 105, 2752, 8949, 2379]","[4419, 1969, 105, 2752, 8949, 2379, 6837]",6
534,9260,"[7390, 8435]","[534, 7390, 8435, 9260]",3
546,5201,"[9311, 8296]","[546, 9311, 8296, 5201]",3
9693,6236,"[10171, 856, 6119]","[9693, 10171, 856, 6119, 6236]",4
10134,4145,"[6085, 4928, 4563, 2044, 5705]","[10134, 6085, 4928, 4563, 2044, 5705, 4145]",6
9848,8394,"[311, 4024, 4793]","[9848, 311, 4024, 4793, 8394]",4
4092,4519,"[8231, 9251, 3603, 8631]","[4092, 8231, 9251, 3603, 8631, 4519]",5
8335,1816,"[9948, 5489, 4837]","[8335, 9948, 5489, 4837, 1816]",4
9404,2678,"[2300, 9544, 805]","[9404, 2300, 9544, 805, 2678]",4
9817,1832,"[5324, 2417]","[9817, 5324, 2417, 1832]",3
1461,9906,"[199, 7087, 7723]","[1461, 199, 7087, 7723, 9906]",4
2982,10102,"[8472, 9649]","[2982, 8472, 9649, 10102]",3
10021,7180,"[5417, 328, 7024]","[10021, 5417, 328, 7024, 7180]",4
6526,4507,"[3873, 9832, 9837, 1952]","[6526, 3873, 9832, 9837, 1952, 4507]",5
7206,3731,"[7820, 8505, 3447]","[7206, 7820, 8505, 3447, 3731]",4
1494,7700,"[6653, 8991]","[1494, 6653, 8991, 7700]",3
4455,10188,"[4858, 9048, 6678, 8216, 10160]","[4455, 4858, 9048, 6678, 8216, 10160, 10188]",6
7933,8334,"[8854, 9698, 5534, 3736, 5262]","[7933, 8854, 9698, 5534, 3736, 5262, 8334]",6
9795,1177,"[7273, 7819, 8629]","[9795, 7273, 7819, 8629, 1177]",4
4830,2391,"[5401, 8217]","[4830, 5401, 8217, 2391]",3
8720,7950,"[2471, 4506]","[8720, 2471, 4506, 7950]",3
2229,7700,"[10167, 8217, 8385, 9072, 9263]","[2229, 10167, 8217, 8385, 9072, 9263, 7700]",6
4596,5604,"[9639, 4728]","[4596, 9639, 4728, 5604]",3
1077,8874,"[3364, 9884, 4472, 7715]","[1077, 3364, 9884, 4472, 7715, 8874]",5
1421,10000,"[5166, 5619, 7235]","[1421, 5166, 5619, 7235, 10000]",4
1670,9896,"[5144, 7699, 9244]","[1670, 5144, 7699, 9244, 9896]",4
508,3604,"[7629, 392, 9353]","[508, 7629, 392, 9353, 3604]",4
10137,5968,"[7907, 9675, 2302, 4403]","[10137, 7907, 9675, 2302, 4403, 5968]",5
7297,7700,"[7962, 9653]","[7297, 7962, 9653, 7700]",3
6230,8303,"[1199, 4746]","[6230, 1199, 4746, 8303]",3
8115,1000,"[9897, 10190, 6797]","[8115, 9897, 10190, 6797, 1000]",4
4367,8423,"[1984, 6661, 57, 5628]","[4367, 1984, 6661, 57, 5628, 8423]",5
9407,643,"[4967, 5381, 2600, 6782]","[9407, 4967, 5381, 2600, 6782, 643]",5
9188,6117,"[9800, 3038, 8168]","[9188, 9800, 3038, 8168, 6117]",4
9673,8660,"[1528, 745]","[9673, 1528, 745, 8660]",3
9379,4920,"[9711, 9726, 2948, 7178, 7516]","[9379, 9711, 9726, 2948, 7178, 7516, 4920]",6
6881,1716,"[6993, 4118, 9659, 2847, 7624]","[6881, 6993, 4118, 9659, 2847, 7624, 1716]",6
929,7276,"[6993, 2893, 6653]","[929, 6993, 2893, 6653, 7276]",4
3505,3949,"[6572, 9668, 9762]","[3505, 6572, 9668, 9762, 3949]",4
336,9738,"[764, 3632, 643, 1716, 2460]","[336, 764, 3632, 643, 1716, 2460, 9738]",6
8302,1578,"[10045, 10175, 7700]","[8302, 10045, 10175, 7700, 1578]",4
1133,7629,"[5717, 2234, 5037, 5038]","[1133, 5717, 2234, 5037, 5038, 7629]",5
1623,7094,"[5652, 7796, 8000]","[1623, 5652, 7796, 8000, 7094]",4
2197,1270,"[3620, 5347]","[2197, 3620, 5347, 1270]",3
5102,5894,"[6619, 4638]","[5102, 6619, 4638, 5894]",3
24,7207,"[272, 6484, 7510, 483]","[24, 272, 6484, 7510, 483, 7207]",5
9636,8480,"[10047, 3632]","[9636, 10047, 3632, 8480]",3
4158,5482,"[7006, 4728]","[4158, 7006, 4728, 5482]",3
638,8217,"[3044, 3707]","[638, 3044, 3707, 8217]",3
7630,10175,"[8791, 9037, 10045]","[7630, 8791, 9037, 10045, 10175]",4
6446,8078,"[9071, 9246]","[6446, 9071, 9246, 8078]",3
9333,10156,"[9656, 10078, 10102]","[9333, 9656, 10078, 10102, 10156]",4
8599,3632,"[6326, 6541, 9913, 9963]","[8599, 6326, 6541, 9913, 9963, 3632]",5
740,9784,"[8969, 9729]","[740, 8969, 9729, 9784]",3
1891,5417,"[8366, 3292, 876]","[1891, 8366, 3292, 876, 5417]",4
7234,7202,"[5417, 9355]","[7234, 5417, 9355, 7202]",3
1196,5852,"[6197, 7281, 9989, 4792, 5494]","[1196, 6197, 7281, 9989, 4792, 5494, 5852]",6
181,5690,"[5905, 4921]","[181, 5905, 4921, 5690]",3
7407,2418,"[1398, 5151, 5432, 8314]","[7407, 1398, 5151, 5432, 8314, 2418]",5
7186,5417,"[6898, 7468, 10045, 10175, 7700]","[7186, 6898, 7468, 10045, 10175, 7700, 5417]",6
5512,8956,"[8712, 9839]","[5512, 8712, 9839, 8956]",3
7178,9698,"[2484, 6304, 8732]","[7178, 2484, 6304, 8732, 9698]",4
8370,1393,"[9343, 9554]","[8370, 9343, 9554, 1393]",3
459,4585,"[3055, 120, 4630, 392, 3987]","[459, 3055, 120, 4630, 392, 3987, 4585]",6
8914,604,"[1772, 2742, 3142]","[8914, 1772, 2742, 3142, 604]",4
5424,8721,"[6976, 3726, 7240, 9404]","[5424, 6976, 3726, 7240, 9404, 8721]",5
4064,2096,"[1586, 5451, 5964, 5036, 4879]","[4064, 1586, 5451, 5964, 5036, 4879, 2096]",6
9917,4032,"[3102, 4538, 10189, 8070]","[9917, 3102, 4538, 10189, 8070, 4032]",5
3671,4100,"[6897, 7367]","[3671, 6897, 7367, 4100]",3
2065,4685,"[8817, 9646, 2332, 2027]","[2065, 8817, 9646, 2332, 2027, 4685]",5
4699,86,"[7416, 10049, 5238]","[4699, 7416, 10049, 5238, 86]",4
2637,10196,"[7738, 10078]","[2637, 7738, 10078, 10196]",3
3687,7011,"[8531, 10138]","[3687, 8531, 10138, 7011]",3
8586,6601,"[2379, 5241, 7308, 5750]","[8586, 2379, 5241, 7308, 5750, 6601]",5
7822,5674,"[7965, 994, 9678, 9806, 7563]","[7822, 7965, 994, 9678, 9806, 7563, 5674]",6
213,1633,"[5662, 6240]","[213, 5662, 6240, 1633]",3
7460,365,"[7975, 8299, 667, 5417, 9986]","[7460, 7975, 8299, 667, 5417, 9986, 365]",6
4478,9603,"[8084, 1494, 8777, 6024]","[4478, 8084, 1494, 8777, 6024, 9603]",5
8624,2940,"[9304, 9571]","[8624, 9304, 9571, 2940]",3
3591,6845,"[4662, 7698]","[3591, 4662, 7698, 6845]",3
4769,4335,"[8140, 5851, 3448, 3478, 3195]","[4769, 8140, 5851, 3448, 3478, 3195, 4335]",6
8198,10196,"[9036, 9039, 10156]","[8198, 9036, 9039, 10156, 10196]",4
9252,4819,"[9689, 4806, 3881]","[9252, 9689, 4806, 3881, 4819]",4
433,8468,"[6078, 7043, 7456]","[433, 6078, 7043, 7456, 8468]",4
8270,8671,"[7087, 3082, 6355, 8920]","[8270, 7087, 3082, 6355, 8920, 8671]",5
